month,boutique,market,region,location_type,division,category,monthly_sales_target,traffic_target,conversion_target,clienteling_target
2025-11,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Eyewear,260358.48,4496,0.22,369
2025-11,San Francisco,West Coast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,452558.65,5061,0.223,462
2025-11,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1484923.57,6268,0.318,722
2025-11,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Footwear,552838.34,6212,0.234,641
2025-11,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,193203.87,3969,0.257,195
2025-11,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,272968.34,2374,0.345,213
2025-12,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Handbags,2864072.52,5978,0.257,799
2025-12,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Small Leather Goods,722505.46,5119,0.246,278
2025-12,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Costume Jewelry,637385.91,4918,0.34,606
2025-12,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Other Accessories,419472.1,2171,0.261,766
2025-12,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Eyewear,235217.08,4218,0.247,805
2025-12,San Francisco,West Coast,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,541068.89,2415,0.19,213
2025-12,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1687460.94,2776,0.193,613
2025-12,San Francisco,West Coast,Americas,Fashion Boutique,Fashion,Footwear,625548.66,3378,0.23,234
2025-12,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,231096.76,6847,0.34,884
2025-12,San Francisco,West Coast,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,261394.65,5380,0.194,499
2025-01,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Handbags,1594998.29,3194,0.329,207
2025-01,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Small Leather Goods,423231.44,1071,0.268,214
2025-01,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Costume Jewelry,422517.53,4130,0.347,487
2025-01,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Other Accessories,258922.81,1206,0.189,359
2025-01,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Eyewear,153963.53,1426,0.217,498
2025-01,Chicago,Midwest,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,295808.51,3930,0.24,212
2025-01,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Ready-to-Wear,998832.16,3300,0.282,179
2025-01,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Footwear,426689.31,1212,0.286,364
2025-01,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,115588.21,3805,0.269,421
2025-01,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,147534.04,1080,0.246,136
2025-02,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Handbags,1921077.63,1236,0.266,210
2025-02,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Small Leather Goods,446433.97,3858,0.276,580
2025-02,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Costume Jewelry,395965.88,2711,0.272,570
2025-02,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Other Accessories,326337.51,2187,0.323,530
2025-02,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Eyewear,165535.22,1457,0.241,288
2025-02,Chicago,Midwest,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,341169.4,3866,0.204,261
2025-02,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1022072.63,3926,0.289,273
2025-02,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Footwear,434385.76,3815,0.184,567
2025-02,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,136022.93,4482,0.196,240
2025-02,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,167787.27,2914,0.199,291
2025-03,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Handbags,1694390.49,1510,0.304,350
2025-03,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Small Leather Goods,439891.33,1572,0.226,569
2025-03,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Costume Jewelry,483851.24,3972,0.192,264
2025-03,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Other Accessories,338348.68,3685,0.295,264
2025-03,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Eyewear,152741.91,3624,0.288,545
2025-03,Chicago,Midwest,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,307325.21,4018,0.299,480
2025-03,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1009479.2,2954,0.221,531
2025-03,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Footwear,537019.15,4947,0.321,560
2025-03,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,142971.75,3443,0.299,476
2025-03,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,204465.62,3224,0.202,312
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Handbags,1909189.12,4184,0.211,207
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Small Leather Goods,460435.85,3496,0.221,539
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Costume Jewelry,466381.88,1345,0.301,521
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Other Accessories,346278.37,3949,0.289,302
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Eyewear,187032.03,1922,0.284,331
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,358904.11,5186,0.208,485
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1101596.13,4917,0.28,219
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Footwear,395891.93,3798,0.303,159
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,127725.9,2552,0.283,153
2025-04,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,177615.43,2360,0.23,358
2025-05,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Handbags,2193558.4,5192,0.319,421
2025-05,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Small Leather Goods,565596.7,2919,0.334,460
2025-05,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Costume Jewelry,495159.2,4675,0.241,228
2025-05,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Other Accessories,336077.56,3121,0.317,504
2025-05,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Eyewear,173266.83,1419,0.331,383
2025-05,Chicago,Midwest,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,330171.88,4241,0.287,539
2025-05,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1280313.96,1846,0.215,503
2025-05,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Footwear,446020.83,2667,0.337,548
2025-05,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,141789.84,1458,0.235,189
2025-05,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,203417.43,3825,0.314,301
2025-06,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Handbags,1815824.26,4771,0.263,422
2025-06,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Small Leather Goods,475477.42,4426,0.313,185
2025-06,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Costume Jewelry,480510.0,3144,0.189,323
2025-06,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Other Accessories,358137.67,4386,0.232,433
2025-06,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Eyewear,179197.01,4493,0.34,328
2025-06,Chicago,Midwest,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,312980.95,2282,0.317,258
2025-06,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1255533.65,1578,0.289,386
2025-06,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Footwear,494444.27,2954,0.217,604
2025-06,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,132013.26,1889,0.248,314
2025-06,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,222962.45,5010,0.315,197
2025-07,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Handbags,1978168.48,1517,0.204,497
2025-07,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Small Leather Goods,468236.45,2404,0.192,165
2025-07,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Costume Jewelry,428388.65,4744,0.298,318
2025-07,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Other Accessories,323446.44,2961,0.349,489
2025-07,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Eyewear,181253.3,2508,0.223,454
2025-07,Chicago,Midwest,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,334473.9,4886,0.201,524
2025-07,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1076603.92,2042,0.328,228
2025-07,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Footwear,379004.58,4751,0.325,260
2025-07,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,142654.17,1542,0.188,264
2025-07,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,160006.57,2585,0.244,295
2025-08,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Handbags,1569100.23,2168,0.305,201
2025-08,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Small Leather Goods,445890.29,2742,0.3,230
2025-08,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Costume Jewelry,314213.62,2895,0.22,482
2025-08,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Other Accessories,251707.33,3460,0.306,262
2025-08,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Eyewear,143860.68,2865,0.235,337
2025-08,Chicago,Midwest,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,284851.4,1141,0.331,372
2025-08,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Ready-to-Wear,876978.55,3607,0.334,459
2025-08,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Footwear,363649.97,3855,0.211,507
2025-08,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,102053.6,3940,0.346,225
2025-08,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,150101.06,3162,0.323,251
2025-09,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Handbags,2016483.43,2293,0.324,618
2025-09,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Small Leather Goods,561971.68,3313,0.209,560
2025-09,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Costume Jewelry,537996.56,1775,0.255,213
2025-09,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Other Accessories,365630.35,4827,0.266,326
2025-09,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Eyewear,185799.96,4028,0.256,257
2025-09,Chicago,Midwest,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,339302.04,3214,0.291,535
2025-09,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1026188.95,3935,0.248,378
2025-09,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Footwear,437914.91,4061,0.325,386
2025-09,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,150742.98,1887,0.285,374
2025-09,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,201723.2,1832,0.257,333
2025-10,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Handbags,2374300.65,3868,0.294,170
2025-10,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Small Leather Goods,549932.15,1567,0.297,609
2025-10,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Costume Jewelry,470872.76,3195,0.276,388
2025-10,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Other Accessories,361063.42,5277,0.309,476
2025-10,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Eyewear,189104.11,5019,0.268,178
2025-10,Chicago,Midwest,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,397917.69,5567,0.192,685
2025-10,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1238689.15,4880,0.214,542
2025-10,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Footwear,534545.97,4294,0.219,508
2025-10,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,159410.11,5068,0.199,500
2025-10,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,210286.76,2083,0.228,245
2025-11,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Handbags,2436203.9,5738,0.2,342
2025-11,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Small Leather Goods,685240.65,2110,0.195,213
2025-11,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Costume Jewelry,557191.16,1575,0.286,767
2025-11,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Other Accessories,349968.96,4678,0.318,570
2025-11,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Eyewear,226708.45,2275,0.242,557
2025-11,Chicago,Midwest,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,440080.81,1960,0.324,569
2025-11,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1186614.72,2856,0.295,721
2025-11,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Footwear,519427.94,5297,0.307,546
2025-11,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,210179.87,5407,0.307,549
2025-11,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,230935.69,3339,0.253,530
2025-12,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Handbags,3307477.29,5549,0.215,898
2025-12,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Small Leather Goods,814673.93,6543,0.323,751
2025-12,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Costume Jewelry,693166.0,7212,0.311,353
2025-12,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Other Accessories,522729.7,6854,0.29,401
2025-12,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Eyewear,220818.76,3257,0.274,238
2025-12,Chicago,Midwest,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,534717.41,5489,0.194,403
2025-12,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1603853.06,2462,0.314,224
2025-12,Chicago,Midwest,Americas,Fashion Boutique,Fashion,Footwear,645619.07,5361,0.268,677
2025-12,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,216279.81,2479,0.232,231
2025-12,Chicago,Midwest,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,308560.08,4779,0.224,451
2025-01,Dallas,South,Americas,Fashion Boutique,Fashion,Handbags,1748365.77,3682,0.208,224
2025-01,Dallas,South,Americas,Fashion Boutique,Fashion,Small Leather Goods,463610.63,3769,0.31,442
2025-01,Dallas,South,Americas,Fashion Boutique,Fashion,Costume Jewelry,401172.21,3993,0.286,468
2025-01,Dallas,South,Americas,Fashion Boutique,Fashion,Other Accessories,282799.66,1706,0.214,317
2025-01,Dallas,South,Americas,Fashion Boutique,Fashion,Eyewear,142904.6,1824,0.254,143
2025-01,Dallas,South,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,305825.85,1475,0.339,321
2025-01,Dallas,South,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1008894.05,1415,0.305,347
2025-01,Dallas,South,Americas,Fashion Boutique,Fashion,Footwear,381250.44,4017,0.262,365
2025-01,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,118230.4,1116,0.284,467
2025-01,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,151377.44,1720,0.322,398
2025-02,Dallas,South,Americas,Fashion Boutique,Fashion,Handbags,1669458.69,2672,0.278,432
2025-02,Dallas,South,Americas,Fashion Boutique,Fashion,Small Leather Goods,494234.95,1287,0.322,563
2025-02,Dallas,South,Americas,Fashion Boutique,Fashion,Costume Jewelry,415447.94,1615,0.256,467
2025-02,Dallas,South,Americas,Fashion Boutique,Fashion,Other Accessories,282021.37,4533,0.234,477
2025-02,Dallas,South,Americas,Fashion Boutique,Fashion,Eyewear,147714.27,2145,0.282,400
2025-02,Dallas,South,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,328057.85,3111,0.257,381
2025-02,Dallas,South,Americas,Fashion Boutique,Fashion,Ready-to-Wear,955720.26,2477,0.335,138
2025-02,Dallas,South,Americas,Fashion Boutique,Fashion,Footwear,396791.21,3476,0.275,359
2025-02,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,129641.11,3358,0.283,366
2025-02,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,199981.04,3979,0.279,303
2025-03,Dallas,South,Americas,Fashion Boutique,Fashion,Handbags,1888004.94,4887,0.286,316
2025-03,Dallas,South,Americas,Fashion Boutique,Fashion,Small Leather Goods,517742.73,4004,0.295,387
2025-03,Dallas,South,Americas,Fashion Boutique,Fashion,Costume Jewelry,420243.96,3798,0.261,153
2025-03,Dallas,South,Americas,Fashion Boutique,Fashion,Other Accessories,330676.96,2361,0.205,353
2025-03,Dallas,South,Americas,Fashion Boutique,Fashion,Eyewear,162905.71,3726,0.215,324
2025-03,Dallas,South,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,307418.18,3842,0.246,442
2025-03,Dallas,South,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1087366.15,2484,0.295,217
2025-03,Dallas,South,Americas,Fashion Boutique,Fashion,Footwear,424610.43,4200,0.31,388
2025-03,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,140462.66,1363,0.246,437
2025-03,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,173019.09,4600,0.328,283
2025-04,Dallas,South,Americas,Fashion Boutique,Fashion,Handbags,1948834.05,3197,0.247,574
2025-04,Dallas,South,Americas,Fashion Boutique,Fashion,Small Leather Goods,539230.49,4299,0.219,225
2025-04,Dallas,South,Americas,Fashion Boutique,Fashion,Costume Jewelry,420816.69,5056,0.248,496
2025-04,Dallas,South,Americas,Fashion Boutique,Fashion,Other Accessories,304726.15,5029,0.206,198
2025-04,Dallas,South,Americas,Fashion Boutique,Fashion,Eyewear,182844.41,2035,0.266,535
2025-04,Dallas,South,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,325242.8,4638,0.346,200
2025-04,Dallas,South,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1223867.38,3944,0.316,548
2025-04,Dallas,South,Americas,Fashion Boutique,Fashion,Footwear,429629.58,1677,0.246,569
2025-04,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,148901.08,2692,0.251,500
2025-04,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,193195.55,4517,0.275,356
2025-05,Dallas,South,Americas,Fashion Boutique,Fashion,Handbags,2107237.7,3382,0.326,579
2025-05,Dallas,South,Americas,Fashion Boutique,Fashion,Small Leather Goods,471275.34,1254,0.26,160
2025-05,Dallas,South,Americas,Fashion Boutique,Fashion,Costume Jewelry,465576.95,1291,0.348,196
2025-05,Dallas,South,Americas,Fashion Boutique,Fashion,Other Accessories,335362.03,2747,0.3,570
2025-05,Dallas,South,Americas,Fashion Boutique,Fashion,Eyewear,168459.56,5164,0.288,184
2025-05,Dallas,South,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,332824.9,2988,0.258,304
2025-05,Dallas,South,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1087517.78,3572,0.315,454
2025-05,Dallas,South,Americas,Fashion Boutique,Fashion,Footwear,373326.01,1365,0.19,398
2025-05,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,126138.68,1949,0.331,158
2025-05,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,205815.16,2685,0.301,397
2025-06,Dallas,South,Americas,Fashion Boutique,Fashion,Handbags,1920836.74,3302,0.193,321
2025-06,Dallas,South,Americas,Fashion Boutique,Fashion,Small Leather Goods,388901.45,2591,0.341,520
2025-06,Dallas,South,Americas,Fashion Boutique,Fashion,Costume Jewelry,419300.85,3522,0.341,540
2025-06,Dallas,South,Americas,Fashion Boutique,Fashion,Other Accessories,369077.46,1514,0.271,166
2025-06,Dallas,South,Americas,Fashion Boutique,Fashion,Eyewear,168415.64,4084,0.349,522
2025-06,Dallas,South,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,358291.15,2887,0.298,295
2025-06,Dallas,South,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1143761.8,4042,0.238,225
2025-06,Dallas,South,Americas,Fashion Boutique,Fashion,Footwear,372740.54,3356,0.266,196
2025-06,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,136672.38,3103,0.344,176
2025-06,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,174935.07,3168,0.277,577
2025-07,Dallas,South,Americas,Fashion Boutique,Fashion,Handbags,1776693.67,4492,0.258,509
2025-07,Dallas,South,Americas,Fashion Boutique,Fashion,Small Leather Goods,459319.93,2093,0.322,561
2025-07,Dallas,South,Americas,Fashion Boutique,Fashion,Costume Jewelry,379133.86,3273,0.209,289
2025-07,Dallas,South,Americas,Fashion Boutique,Fashion,Other Accessories,339580.54,2744,0.188,239
2025-07,Dallas,South,Americas,Fashion Boutique,Fashion,Eyewear,142493.4,2426,0.31,477
2025-07,Dallas,South,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,282463.92,2273,0.249,419
2025-07,Dallas,South,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1056663.48,1599,0.264,292
2025-07,Dallas,South,Americas,Fashion Boutique,Fashion,Footwear,426007.71,3574,0.297,446
2025-07,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,138793.37,2994,0.339,461
2025-07,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,175890.08,4018,0.195,222
2025-08,Dallas,South,Americas,Fashion Boutique,Fashion,Handbags,1468187.31,4101,0.267,349
2025-08,Dallas,South,Americas,Fashion Boutique,Fashion,Small Leather Goods,389525.31,1766,0.251,387
2025-08,Dallas,South,Americas,Fashion Boutique,Fashion,Costume Jewelry,333939.68,3767,0.307,237
2025-08,Dallas,South,Americas,Fashion Boutique,Fashion,Other Accessories,276240.93,2432,0.22,398
2025-08,Dallas,South,Americas,Fashion Boutique,Fashion,Eyewear,118791.27,2123,0.203,387
2025-08,Dallas,South,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,292276.32,1580,0.335,206
2025-08,Dallas,South,Americas,Fashion Boutique,Fashion,Ready-to-Wear,998037.84,1125,0.18,430
2025-08,Dallas,South,Americas,Fashion Boutique,Fashion,Footwear,413114.89,3350,0.21,445
2025-08,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,117777.99,4165,0.201,138
2025-08,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,159654.61,4257,0.274,154
2025-09,Dallas,South,Americas,Fashion Boutique,Fashion,Handbags,2050045.0,3634,0.287,508
2025-09,Dallas,South,Americas,Fashion Boutique,Fashion,Small Leather Goods,573023.22,5314,0.317,296
2025-09,Dallas,South,Americas,Fashion Boutique,Fashion,Costume Jewelry,507361.36,3801,0.327,411
2025-09,Dallas,South,Americas,Fashion Boutique,Fashion,Other Accessories,363982.33,1345,0.217,173
2025-09,Dallas,South,Americas,Fashion Boutique,Fashion,Eyewear,165509.61,4124,0.225,497
2025-09,Dallas,South,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,377884.73,3236,0.234,674
2025-09,Dallas,South,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1280244.67,3986,0.246,656
2025-09,Dallas,South,Americas,Fashion Boutique,Fashion,Footwear,512630.76,3284,0.338,347
2025-09,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,150979.4,2069,0.259,223
2025-09,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,233083.19,2441,0.346,252
2025-10,Dallas,South,Americas,Fashion Boutique,Fashion,Handbags,2140069.5,5018,0.291,277
2025-10,Dallas,South,Americas,Fashion Boutique,Fashion,Small Leather Goods,600927.45,1974,0.187,220
2025-10,Dallas,South,Americas,Fashion Boutique,Fashion,Costume Jewelry,540248.23,1571,0.338,174
2025-10,Dallas,South,Americas,Fashion Boutique,Fashion,Other Accessories,403296.08,3665,0.191,522
2025-10,Dallas,South,Americas,Fashion Boutique,Fashion,Eyewear,200159.64,3852,0.226,243
2025-10,Dallas,South,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,400507.77,4293,0.187,627
2025-10,Dallas,South,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1274295.33,3742,0.32,368
2025-10,Dallas,South,Americas,Fashion Boutique,Fashion,Footwear,492092.91,2684,0.329,454
2025-10,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,177769.36,2434,0.319,656
2025-10,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,201640.72,5030,0.254,437
2025-11,Dallas,South,Americas,Fashion Boutique,Fashion,Handbags,2476022.55,2075,0.212,284
2025-11,Dallas,South,Americas,Fashion Boutique,Fashion,Small Leather Goods,595358.44,5324,0.183,684
2025-11,Dallas,South,Americas,Fashion Boutique,Fashion,Costume Jewelry,571298.34,1917,0.236,270
2025-11,Dallas,South,Americas,Fashion Boutique,Fashion,Other Accessories,407875.17,4986,0.306,656
2025-11,Dallas,South,Americas,Fashion Boutique,Fashion,Eyewear,196760.76,5026,0.201,550
2025-11,Dallas,South,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,444508.44,5730,0.211,403
2025-11,Dallas,South,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1387856.76,1845,0.285,262
2025-11,Dallas,South,Americas,Fashion Boutique,Fashion,Footwear,555604.99,4454,0.325,630
2025-11,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,184804.88,2376,0.279,785
2025-11,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,251668.47,3703,0.336,729
2025-12,Dallas,South,Americas,Fashion Boutique,Fashion,Handbags,2847500.42,3541,0.296,590
2025-12,Dallas,South,Americas,Fashion Boutique,Fashion,Small Leather Goods,699523.51,3980,0.256,897
2025-12,Dallas,South,Americas,Fashion Boutique,Fashion,Costume Jewelry,551407.76,1952,0.292,905
2025-12,Dallas,South,Americas,Fashion Boutique,Fashion,Other Accessories,487433.67,2094,0.257,444
2025-12,Dallas,South,Americas,Fashion Boutique,Fashion,Eyewear,240332.45,7197,0.196,834
